Afraga	Afrika
Contae na Gaillimhe	Galway (grevskap)
Imperial County, Calafòrnia	Imperial County
Loch Tahoe	Tahoesjøen
Gerard Butler	Gerard Butler
Oilthigh Lunnainn	University of London
1100an	1100-årene
Poblachd nan Seachd Roinnean Aonaichte	De forente Nederlandene
Comhachag gheal	Snøugle
Cumhachd-uisge	Vannkraft
Bheataireachd	Veterinærmedisin
Apocruiphia	Apokryfer
Cuaigearan	Vennenes samfunn
Chester	Chester
110an	110-årene
Pàpa Clemens VIII	Klemens VIII
Scrabble	Scrabble
Taubaté	Taubaté
Tommy Lee Jones	Tommy Lee Jones
Advance Australia Fair	Advance Australia Fair
Teacno	Techno
Ryanair	Ryanair
Roger D. Kornberg	Roger D. Kornberg
Ealasaid Báthory	Elizabeth Báthory
The Princess and the Frog	Prinsessen og frosken
Neòinean-grèine	Solsikke
Haile Gebrselassie	Haile Gebrselassie
Pàpa Griogair XIV	Gregor XIV
12na linn RC	12. århundre f.Kr.
Neactair	Nektar
Yochanan Vollach	Yochanan Vollach
Stad-phuing	Punktum
Co-fhlaitheas na Pòlainn - Liotuàinia	Polen-Litauen
Oidhche Shàmhach (òran)	Glade jul
Lady and the Tramp	Lady og Landstrykeren
120an	120-årene
Montauban	Montauban
Driuchaidean	Eksorsisme
Fucking, An Ostaire	Fucking
Samuel L. Jackson	Samuel L. Jackson
Aleister Crowley	Aleister Crowley
Thar	Thar
Na Marquesas	Marquesasøyene
Karakum	Karakum
Siar-sgeul	Westernfilm
Comhairle Treinte	Konsilet i Trient
Beart-chlò	Vevstol
Mícheál Ó Coileáin (ceannard Èireannach)	Michael Collins (1890–1922)
Brisg	Potetgull
Cros-dhàn	Akrostikon
Contae Chill Dara	Kildare (grevskap)
Éamon de Valera	Éamon de Valera
Bèigneid	Bajonett (våpen)
Uaigh	Grav
Amen	Amen
Contae Átha Cliath	Dublin (grevskap)
Toradh Cartesach	Kartesisk produkt
Reidius	Radius
An Tàinistear	Regent
Columbia County, Florida	Columbia County (Florida)
Peanta	Maling
Wilmington, Delaware	Wilmington (Delaware)
St. Peter Port	St Peter Port
Pedro Alvarez Cabral	Pedro Álvares Cabral
Amos	Amos (bok)
Obadiah	Obadja (bok)
Calhoun County, Florida	Calhoun County (Florida)
Cuspair (gràmar)	Objekt (grammatikk)
Prowers County, Colorado	Prowers County
13mh linn RC	13. århundre f.Kr.
Barra	Trillebår
Cumberland County, Kentucky	Cumberland County (Kentucky)
Clearwater County, Idaho	Clearwater County (Idaho)
Dlighe Úi Bhaoghail	Boyle-Mariottes lov
Taylor County, Iowa	Taylor County (Iowa)
Cabarrus County, Carolina a Tuath	Cabarrus County
Paul J. Flory	Paul Flory
Seacadh	Resesjon
James Mirrlees	James Mirrlees
A' Phloic	Kusma
170an	170-årene
Tràth (gràmar)	Tempus
Cabhsair	Fortau
Sgoil-uisge	Hydrostatikk
Pears-eaglais	Presteskap
Imre Nagy	Imre Nagy
Rùp	Auksjon
Nàidhlean	Nylon
Brùthadh àbhaisteach	Standardatmosfære
Dàrna Poblachd na Spàinne	Den andre spanske republikken
Micah	Mikas bok
Meatailt gotach	Gothic metal
Bàta-smùid	Dampskip
Henry County, Iowa	Henry County (Iowa)
Contae Luimnigh	Limerick (grevskap)
Hagai	Haggai (bok)
Àrd-aingeal	Erkeengel
Eseciel	Esekiels bok
Irvine Welsh	Irvine Welsh
Iomairt airson Dì-armachadh Niùclasach	Campaign for Nuclear Disarmament
Gille-cruidh	Cowboy
Cath	Slag (krig)
Contae Mhaigh Eo	Mayo (grevskap)
15mh linn RC	15. århundre f.Kr.
Aonadh-obrach	Fagforening
Uaireadair	Armbåndsur
Gran Canaria	Gran Canaria
Tuireadh	Klagesangene
Alderney	Alderney
Contae Shligigh	Sligo (grevskap)
Henrik Larsson	Henrik Larsson
Contae Dhún nan Gall	Donegal (grevskap)
Contae Ros Comáin	Roscommon (grevskap)
Bertil Ohlin	Bertil Ohlin
Beauty and the Beast (film 1991)	Skjønnheten og udyret (1991)
Nahum	Nahums bok
Habacuc	Habakkuk (bok)
Sechariah	Sakarjas bok
Harold Clayton Urey	Harold Clayton Urey
Durham	Durham (England)
Contaetha na h-Èireann	Irlands grevskap
Edmunds County, Dakota a Deas	Edmunds County
Kermanshah	Kermanshah
Johannes Nicolaus Brønsted	Johannes Brønsted
Contae Chill Chainnigh	Kilkenny (grevskap)
Christopher Lee	Christopher Lee
Uchd-mhacachd	Adopsjon
Carbad-eiridinn	Ambulanse
Phillip Seymour Hoffman	Philip Seymour Hoffman
14mh linn RC	14. århundre f.Kr.
Truro	Truro
Labette County, Kansas	Labette County
Buidheagan	Eggeplomme
Teodaileach	Teodolitt
Fàsach Libianach	Den libyske ørken
Herbert Simon	Herbert Simon
Albannach	Skotter
Naomh Thérèse de Lisieux	Teresa av Lisieux
Contae an Chláire	Clare (grevskap)
Robert Peel	Robert Peel
Contae Cheatharlach	Carlow (grevskap)
David Niven	David Niven
Adair County, Kentucky	Adair County (Kentucky)
Essex County, Virginia	Essex County (Virginia)
Copan Moire	Albusnegl
Lanzarote	Lanzarote
Maighdean-mhara	Havfrue
Contae Chill Mhantáin	Wicklow (grevskap)
Contae na hIarmhí	Westmeath (grevskap)
Van Buren County, Iowa	Van Buren County (Iowa)
Bailead	Ballade
Deàrnadaireachd	Kiromanti
Biodag	Dolk
Clark County, Missouri	Clark County (Missouri)
Eanraig am Maraiche	Henrik Sjøfareren
Sruighlea	Stirling
Rahden	Rahden
Jihlava	Jihlava
Jefferson County, Iowa	Jefferson County (Iowa)
Abhainn Cheilbhinn	Kelvin (elv)
G. K. Chesterton	G.K. Chesterton
Jan Tinbergen	Jan Tinbergen
Prince William County, Virginia	Prince William County
Pòla (cruinn-eòlas)	Geografisk pol
Ibadan	Ibadan
Bolgan (lus)	Knoll
16mh linn RC	16. århundre f.Kr.
Ilya Prigogine	Ilya Prigogine
130an	130-årene
Contae Lú	Louth (grevskap)
Contae na Mí	Meath (grevskap)
Port Làirge	Waterford
Aideachadh	Skriftemål
Hosea	Hoseas bok
Gary, Indiana	Gary (Indiana)
Irving Langmuir	Irving Langmuir
Fàsach Mhojave	Mojaveørkenen
Bodha	Rev (maritimt)
Kyzyl Kum	Kysylkum
Coire	Botn
Gràisgealachd	Banneord
Contae Uíbh Fhailí	Offaly (grevskap)
Rùsg	Bark
Contae Chiarraí	Kerry (grevskap)
Contae Phort Láirge	Waterford (grevskap)
Contae Loch Garman	Wexford (grevskap)
Contae Thiobraid Árann	Tipperary (grevskap)
Mòine	Torv
Ogham	Ogham-skrift
The Aristocats	Aristokattene
Jane Goodall	Jane Goodall
Contae Mhuineacháin	Monaghan (grevskap)
Sgealbag	Pekefinger
John Hicks	John Hicks
Taisbeanach (gràmar)	Grammatisk modus
Tairbheadaireachd	Tyrefekting
Tromb-beòil	Munnharpe
Tobago	Tobago
Piranha	Pirayaer
Brian Cowen	Brian Cowen
Knoxville, Tennessee	Knoxville
Grytviken	Grytviken
Fado	Fado
Todhar	Møkk
Bàta-foluaimein	Luftputefartøy
Lacrosse	Lacrosse
Contae an Longfoirt	Longford (grevskap)
Altram	Sykepleier
Theodor Svedberg	Theodor Svedberg
An Sionnach Sgianach	Wolverine
Bratach na dùthcha	Nasjonalflagg
Faoighiche	Parasittisme
19mh linn RC	19. århundre f.Kr.
Chattanooga, Tennessee	Chattanooga
17mh linn RC	17. århundre f.Kr.
Lite	Grøt
Eilean Devon	Devonøya
Prìomh Lìog na h-Alba	Scottish Premier League
Raibeart I na h-Alba	Robert I av Skottland
C.B. Obar Dheathain	Aberdeen FC
Contae an Chabháin	Cavan (grevskap)
Álvaro Uribe	Álvaro Uribe Vélez
RMS Lusitania	RMS «Lusitania»
Pablo Escobar	Pablo Escobar
Bàr	Bar (utested)
Secret Garden	Secret Garden
Eilthireachd	Utvandring
Breac-sheunain	Fregner
Ragnar Frisch	Ragnar Frisch
Gairbheal	Pukkverk
Triantanadh	Triangulering
Český Krumlov	Český Krumlov
Eaconamaiche	Samfunnsøkonom
Ronald Coase	Ronald Coase
Cullman County, Alabama	Cullman County
Aiseal	Aksling
1400an	1400-årene
Cunbhal	Konstant
Sioman	Kabel
Eilean Cheap Bhreatainn	Cape Breton
140an	140-årene
Ceithir dùil phrìomh-shamhlach	Elementene
1410an	1410-årene
Pangram	Pangram
Sephaniah	Sefanja (bok)
Curran geal	Pastinakk
Anaconda	Anakondaer
Cagailt	Ildsted
Aiseirigh	Oppstandelse
Achadh	Åker
1430an	1430-årene
Ròs-chraobh	Rododendronslekten
Fàsach Sonora	Sonoraørkenen
Vladimir Voronin	Vladimir Voronin
Oilthigh Jagiellonian	Det jagellonske universitet
Yossi Benayoun	Yossi Benayoun
18mh linn RC	18. århundre f.Kr.
Theodore William Richards	Theodore William Richards
Rèabhlaid Ghlòrmhor	Den ærerike revolusjon
Aol-tàthaidh	Mørtel
Contae Aontroma	Antrim (grevskap)
Keith Richards	Keith Richards
Arthur Harden	Arthur Harden
Aonaran	Eremitt
1460an	1460-årene
Alice in Wonderland (film 1951)	Alice i Eventyrland (1951)
Siorrachd Obar Dheathain	Aberdeenshire
Iain Knox	John Knox
Ùth	Melkekjertel
Sligeach	Sligo
1470an	1470-årene
Hare Krishna	ISKCON
John Paul Jones	John Paul Jones
1480an	1480-årene
Willard Frank Libby	Willard Libby
Henrik Carl Peter Dam	Henrik Dam
Christopher Plummer	Christopher Plummer
Aaron Klug	Aaron Klug
Contae Fhear Manach	Fermanagh (grevskap)
Contae an Dúin	Down (grevskap)
1490an	1490-årene
Ball-bodhaig	Lem (kroppsdel)
Famke Janssen	Famke Janssen
Bòtann	Støvler
Gary Becker	Gary Becker
Tunna	Tonn
Fairge	Pelagisk
BBC a h-aon	BBC One
Pàipear-balla	Tapet
Santo André	Santo André (São Paulo)
Clavichord	Klavikord
Bàta-slaodaidh	Bukserbåt
Taoiseach	Taoiseach
Abhainn Mhagdalena	Magdalena (elv)
150an	150-årene
Don Giovanni	Don Giovanni
Uèir-bhiorach	Piggtråd
Aillse chraicinn	Hudkreft
Crudha	Hestesko
Contae Dhoire	Londonderry (grevskap)
Contae Thír Eoghain	Tyrone (grevskap)
Guido da Arezzo	Guido av Arezzo
1520an	1520-årene
Nathair-uisge	Hydra (nesledyr)
Mac an aba	Ringfinger
1530an	1530-årene
Boulder, Colorado	Boulder
Canari	Kanarifugl
Fuerteventura	Fuerteventura
Streymoy	Streymoy
Daibhidh Trimble	David Trimble
Edmund Phelps	Edmund Phelps
Hyères	Hyères
Simon Kuznets	Simon Kuznets
Dreuchdan	Yrke
Duffy	Duffy (sanger)
Kenneth Arrow	Kenneth Arrow
C.B. Hibernian	Hibernian FC
George A. Olah	György A. Oláh
Clannad	Clannad
Tràth làthaireach	Presens
Bràigh (duine)	Gissel
The Yardbirds	The Yardbirds
Contae Ard Mhacha	Armagh (grevskap)
Oilthigh Ghlaschu	University of Glasgow
Nokia (baile)	Nokia (by)
C.B. Dùn Dèagh Aonaichte	Dundee United FC
Jan Palach	Jan Palach
Cathair Luail	Carlisle
Chinchilla	Chinchillaer
1550an	1550-årene
Marajó	Marajó
Spiorad	Ånd
Beul-an-latha	Soloppgang
Ard Mhacha	Armagh
Noel Gallagher	Noel Gallagher
A Night at the Opera	A Night at the Opera (album)
1560an	1560-årene
Oilthigh Phadua	Universitetet i Padova
Achd an Aonaidh	Acts of Union 1707
Pàirc Hampden	Hampden Park
Henry Temple, 3rd Viscount Palmerston	Henry John Temple, 3. vicomte Palmerston
James McAvoy	James McAvoy
1570an	1570-årene
Sugababes	Sugababes
Gath na grèine	Solstråling
Leaba chrochta	Hengekøye
Live 8	Live 8
Bruis-pheant	Pensel
Urchasg	Motgift
Canaigh	Canna
Cola	Coll
Linne Salmhaigh	Solway Firth
Monroe County, Michigan	Monroe County (Michigan)
1620an	1620-årene
Yuba County, Calafòrnia	Yuba County
1630an	1630-årene
1640an	1640-årene
1650an	1650-årene
1660an	1660-årene
1670an	1670-årene
Aisean	Ribbein
1690an	1690-årene
Craig Levein	Craig Levein
1710an	1710-årene
1720an	1720-årene
Ziebach County, Dakota a Deas	Ziebach County
1760an	1760-årene
Coloimbia Mhòr	Gran Colombia
Magdalena (Roinn)	Magdalena (departement)
1790an	1790-årene
Hamilton, Sealainn Nuadh	Hamilton (New Zealand)
Dòbhran	Otere
Eilean Bhanks	Banksøya
Àrd-bhaile	Metropol
Roger Y. Tsien	Roger Tsien
180an	180-årene
Pàrtaidh	Fest
James Caviezel	James Caviezel
Eysturoy	Eysturoy
Châtenay-Malabry	Châtenay-Malabry
Vicuña	Vicuña (Chile)
Perquimans County, Carolina a Tuath	Perquimans County
Anna na Breatainn Bheag	Anna av Bretagne
Fìobha	Fife
Kohtla-Järve	Kohtla-Järve
Edward Said	Edward Said
Piast	Huset Piast
Alter ego	Alter ego
La Palma (eilean)	La Palma
David Hasselhoff	David Hasselhoff
Herm	Herm (øy)
Foghar (cànanachas)	Fon
Linn Giùdain	Firth of Forth
C.B. Cridhe Mheadhan-Lodainn	Heart of Midlothian FC
Robert Grubbs	Robert H. Grubbs
Yves Chauvin	Yves Chauvin
Gary Speed	Gary Speed
Còigeamhan na h-Èireann	Irlands provinser
Richard Schrock	Richard R. Schrock
Borðoy	Borðoy
Comhairle Earra-Ghàidheal is Bhòid	Argyll and Bute
Comhairle Aonghais	Angus
The Rescuers Down Under	Bernard og Bianca i Australia
Adag	Hyse
Walworth County, Wisconsin	Walworth County (Wisconsin)
Gruag bhàn	Blond
Wyclef Jean	Wyclef Jean
Bheat	Veterinær
Peairt	Perth (Skottland)
Komi (sluagh)	Komier
Napier, Sealainn Nuadh	Napier (New Zealand)
Betws-y-Coed	Betws-y-Coed
Manuel Azaña Díaz	Manuel Azaña
Modesto, Calafòrnia	Modesto
Walter Norman Haworth	Walter Norman Haworth
Sìobar-spàs	Cyberspace
Ball-coise Gàidhealach	Gælisk fotball
Being	Benk
Eigir	Æge
Dìcheannachadh	Halshogging
Lodainn an Iar	West Lothian
Brian Jones	Brian Jones
Dún Dealgan	Dundalk
Kalundborg	Kalundborg
Vézelay (Yonne)	Vézelay
Protractair	Gradskive
Naomh Crìstean (eilean)	Saint Kitts
Talking Heads	Talking Heads
Osamu Shimomura	Osamu Shimomura
James Buchanan (eaconomaiche)	James McGill Buchanan
Zipaquirá	Zipaquirá
Tenacious D	Tenacious D
Bloc Party	Bloc Party
Aspen, Colorado	Aspen (Colorado)
Franco Modigliani	Franco Modigliani
Tàrmachan	Fjellrype
190an	190-årene
Sgeir Rocail	Rockall
Pàrlamaid na h-Alba	Skottlands parlament
Bith-mhoileciuil	Biomolekyl
Thomas Schelling	Thomas C. Schelling
Abeokuta	Abeokuta
Nelson, Sealainn Nuadh	Nelson (New Zealand)
Redon	Redon (Ille-et-Vilaine)
Comhairle Shiorrachd Àir a Tuath	North Ayrshire
Lítla Dímun	Lítla Dímun
Meadhan Lodainn	Midlothian
Comhairle Shiorrachd Lannraig a Tuath	North Lanarkshire
Sir Fynwy	Monmouthshire
Comhairle Lodainn an Ear	East Lothian
Siorrachd Chlach Mhanainn	Clackmannanshire
Bràigh (tìr-eòlas)	Topp (topografi)
Isambard Kingdom Brunel	Isambard Kingdom Brunel
Innis (eilean)	Holme (geografi)
Sylvia Kristel	Sylvia Kristel
Vágar	Vágar
Comhairle Pheairt is Cheann Rois	Perth and Kinross
Cill Rìmhinn	St. Andrews
Tauranga	Tauranga
Feur	Plen
Nibheis	Nevis
Peter D. Mitchell	Peter D. Mitchell
Fellowship of the Ring (leabhar)	Ringens brorskap
Comhairle Dhùn Bhreatainn an Iar	West Dunbartonshire
Trygve Haavelmo	Trygve Haavelmo
Galar iomallach na pearsantachd	Borderline personlighetsforstyrrelse
Comhairle Inbhir Chluaidh	Inverclyde
Flùr na h-Alba	Flower of Scotland
Comhairle na Gàidhealtachd	Highland
Fàsach Araibianach	Den arabiske ørken
Sandoy	Sandoy
Hestur	Hestur
Bàgh na h-Eaglaise	Kirkwall
Koltur	Koltur
Sgrab	Havlire
William Pitt, 1ad Iarla Chatham	William Pitt den eldre
Amar-bàistidh	Døpefont
Loch Laomainn	Loch Lomond
Santa Marta (baile)	Santa Marta
Comhairle Shiorrachd Àir a Deas	South Ayrshire
Comhairle Shiorrachd Àir an Ear	East Ayrshire
Comhairle Shiorrachd Lannraig a Deas	South Lanarkshire
Appenzell	Appenzell
Oxnard, Calafòrnia	Oxnard (California)
2 Eachdraidh	Andre Krønikebok
Brùchd	Rap (fysiologi)
Beul-aithris	Muntlig tradisjon
Suðuroy	Suðuroy
Fugloy	Fugloy
Balla Antonine	Den antoninske mur
Gérard Debreu	Gérard Debreu
C.B. Cille Mheàrnaig	Kilmarnock FC
Comhairle Shiorrachd Rinn Friù	Renfrewshire
Ronnie Wood	Ron Wood
Finn E. Kydland	Finn E. Kydland
Fulangach (gràmar)	Diatese
Comhairle Mhoireibh	Moray
Alasdair III na h-Alba	Aleksander III av Skottland
Comhairle nan Crìochan	Scottish Borders
Òr-cheàrdaichean	Gullsmed
Ruaraidh MacFhionghain	Roderick MacKinnon
Garaids	Garage rock
Rìgh Seumas VIII Alba agus III Shasainn	James Francis Edward Stuart
Alexandrine	Aleksandriner
Ceatharlach	Carlow
200an	200-årene
James Tobin	James Tobin
Fàsach Shimpson	Simpsonørkenen
Pàislig	Paisley
Arainn	Isle of Arran
Bangor	Bangor
Comhairle Dhùn Bhreatainn an Ear	East Dunbartonshire
Comhairle Shiorrachd Rinn Friù an Ear	East Renfrewshire
Auld Lang Syne	Auld Lang Syne
Dùn Phàrlain	Dunfermline
Viðoy	Viðoy
Kunoy	Kunoy
Stóra Dímun	Stóra Dímun
Kalsoy	Kalsoy
Caisteal Dhùn Éideann	Edinburgh Castle
Càrdainn Ros	Cardross
Roger Ebert	Roger Ebert
P. W. Botha	Pieter Willem Botha
Fawlty Towers	Hotell i særklasse
Wadowice	Wadowice
Na Seumasaich	Jakobittene
New Plymouth, Sealainn Nuadh	New Plymouth
Briogais-snàmh	Badedrakt
Antidorcas marsupialis	Springbukk
Aberystwyth	Aberystwyth
Menen	Menen
Sir Benfro	Pembrokeshire
Mykines	Mykines
Liùrabhaig	Lerwick
210an	210-årene
Rutger Hauer	Rutger Hauer
Uachtaran	Liste over Irlands presidenter
Tom Selleck	Tom Selleck
Camanachd Èireannach	Hurling
Buain	Onn
The Hunchback of Notre Dame (film 1996)	Ringeren i Notre Dame (film)
Adolfo Suárez y González	Adolfo Suárez
Andy Williams	Andy Williams
220an	220-årene
Leticia (baile)	Leticia
An Cabhán	Cavan
Ceannaiche	Handelsmann
Roinnean ann an Coloimbia	Colombias departementer
230an	230-årene
Nás na Ríogh	Naas
Carabhan	Campingvogn
Stràc gheur	Akutt aksent
Logarbaidh	Lockerbie
Charlie Watts	Charlie Watts
Plastair	Plaster
Bàrc	Bark (skip)
BBC a dhà	BBC Two
Hilo, Hawaii	Hilo
Oilthigh Chill Rìmhinn	University of St Andrews
Fianna Fáil	Fianna Fáil
C.B. Tobar na Màthar	Motherwell FC
Basgaid-sgudail	Søppelspann
Sam Houston	Sam Houston
Caibe	Spade
Daibhidh I na h-Alba	David I av Skottland
Breacan	Tartan
Comhairle na h-Eaglaise Brice	Falkirk (region)
Cúcuta	Cúcuta
Svínoy	Svínoy
Skúvoy	Skúvoy
Sgeir	Skjær
N.W.A.	N.W.A.
Oliver & Company	Oliver og gjengen
240an	240-årene
Yr Wyddfa	Snowdon
Richard Trevithick	Richard Trevithick
Ùrlar	Gulv
David Letterman	David Letterman
Florence and the Machine	Florence and the Machine
Walter Gilbert	Walter Gilbert
Kenichi Fukui	Kenichi Fukui
Fir-thàileisg Leòdhais	Lewisbrikkene
Ceredigion	Ceredigion
Grianaig	Greenock
Comhairle Shruighlea	Stirling (region)
Sir Gaerfyrddin	Carmarthenshire
250an	250-årene
Halifax	Halifax
C.B. na h-Eaglaise Brice	Falkirk FC
Pietrasanta	Pietrasanta
260an	260-årene
Fayetteville, Arkansas	Fayetteville (Arkansas)
Inbhir Aora	Inveraray
Oilthigh Washington	University of Washington
Na Deuchainnean na Buidseachd Salem	Hekseprosessene i Salem
Robert Mundell	Robert Mundell
George Canning	George Canning
Richard Stone	Richard Stone
270an	270-årene
Hunter S. Thompson	Hunter S. Thompson
Fiodh-fillte	Kryssfinér
Daviess County, Indiana	Daviess County (Indiana)
Sgoil Eòlas an Oirthir agus Afraga	SOAS, University of London
Bàirneach	Rankeføttinger
Charles Rennie Mackintosh	Charles Rennie Mackintosh
The Killers	The Killers
280an	280-årene
Coinneach III na h-Alba	Kenneth III av Skottland
Anggun	Anggun
290an	290-årene
Bearnard	Bernhard
Blàr Allt a' Bhonnaich	Slaget ved Bannockburn
George Akerlof	George A. Akerlof
Tè-bhuairidh	Femme fatale
Arm na Breatainne	British Army
Seumas III Alba	Jakob III av Skottland
Ibagué	Ibagué
Muir-seilche	Skilpadder
Cogadh Chaco	Chacokrigen
Barraigh	Barra (Skottland)
300an	300-årene
Robert Bruce Merrifield	Robert Bruce Merrifield
Sin	Sin
310an	310-årene
Nelson	Nelson
Fe	FE
320an	320-årene
Henrik Pontoppidan	Henrik Pontoppidan
330an	330-årene
340an	340-årene
Carl Friedrich Georg Spitteler	Carl Spitteler
Smeartan	Sukkertare
Creithleag-nan-each	Klegger
Rub' al Khali	Rub al Khali
Nariño (Roinn)	Nariño
Arauca (Roinn)	Arauca (departement)
Chocó (Roinn)	Chocó
Bolívar (Roinn)	Bolívar (departement)
Cauca (Roinn)	Cauca
Caldas (Roinn)	Caldas
Edward Doisy	Edward Adelbert Doisy
Irwin Rose	Irwin Rose
Atlántico (Roinn)	Atlántico
Ball-lìn	Nettball
Jacques Monod	Jacques Monod
400an	400-årene
Acton	Acton
Michael Smith	Michael Smith
John Cowdery Kendrew	John Kendrew
Avram Hershko	Avram Hershko
Robert Burns Woodward	Robert Burns Woodward
Rem Koolhaas	Rem Koolhaas
410an	410-årene
Cundinamarca (Roinn)	Cundinamarca
Roger Myerson	Roger Myerson
Putumayo (Roinn)	Putumayo (departement)
Arne Wilhelm Kaurin Tiselius	Arne Tiselius
Eric Maskin	Eric Maskin
Norte de Santander (Roinn)	Norte de Santander
420an	420-årene
Aaron Ciechanover	Aaron Ciechanover
Robert Sanderson Mulliken	Robert Mulliken
Laoidh Nàiseanta Choloimbia	Oh Gloria Inmarcesible!
Gisborne, Sealainn Nuadh	Gisborne
Offa	Offa av Mercia
430an	430-årene
Rockford, Illinois	Rockford (Illinois)
Theodore W. Schultz	Theodore Schultz
Daniel Kahneman	Daniel Kahneman
John A. Pople	John Pople
Luis F. Leloir	Luis Federico Leloir
Erie, Pennsylvania	Erie (Pennsylvania)
Giulio Natta	Giulio Natta
Adhaltranas	Hor
440an	440-årene
Tolima (Roinn)	Tolima
Vaupés (Roinn)	Vaupés
Cecilia Payne-Gaposchkin	Cecilia Payne-Gaposchkin
Córdoba (Roinn)	Córdoba (Colombia)
Cesar (Roinn)	Cesar
Huila (Roinn)	Huila
450an	450-årene
Aingeal	Engel
Santander (Roinn)	Santander (departement)
Miso	Miso
John E. Walker	John E. Walker
Sucre (Roinn)	Sucre (departement)
Manizales (baile)	Manizales
Seumas I, Rìgh Alba	Jakob I av Skottland
460an	460-årene
Bòrd-dubh	Tavle
Fisting	Fisting
Ronald George Wreyford Norrish	Ronald George Wreyford Norrish
James Meade	James Meade
Henry Taube	Henry Taube
470an	470-årene
Calum Cille	Columba av Iona
Tunja	Tunja
480an	480-årene
Lucía Etxebarría	Lucía Extebarria
Feamainn	Makroalge
490an	490-årene
Robert Fogel	Robert Fogel
John C. Polanyi	John Charles Polanyi
Edward Smith-Stanley, 14th Earl of Derby	Edward Geoffrey Smith-Stanley, 14. jarl av Derby
Seòras Santayana	George Santayana
Alasdair II na h-Alba	Aleksander II av Skottland
Meta (Roinn)	Meta (departement)
William Cavendish, 4th Duke of Devonshire	William Cavendish, 4. hertug av Devonshire
Guainía (Roinn)	Guainía
Dolores Ibárruri	Dolores Ibárruri
Sacagawea	Sacagawea
Rudolph A. Marcus	Rudolph A. Marcus
Daibhidh II, Rìgh Alba	David II av Skottland
Nólsoy	Nólsoy
Page County, Iowa	Page County (Iowa)
500an	500-årene
Provençal	Provençalsk
Orhan Pamuk	Orhan Pamuk
510an	510-årene
Cinn Tìre	Kintyre
Castel Gandolfo	Castel Gandolfo
520an	520-årene
530an	530-årene
Naperville, Illinois	Naperville
Yuan T. Lee	Yuan T. Lee
Douglass North	Douglass North
Dudley R. Herschbach	Dudley R. Herschbach
540an	540-årene
546 RC	546 f.Kr.
George J. Stigler	George Stigler
Robert Gascoyne-Cecil, 3rd Marquess of Salisbury	Robert Arthur Talbot Gascoyne-Cecil
550an	550-årene
Bucaramanga	Bucaramanga
560an	560-årene
Banntach	Hengsler
Ken Kesey	Ken Kesey
MacBheatha na h-Alba	Macbeth av Skottland
570an	570-årene
Archibald Primrose, 5th Earl of Rosebery	Archibald Philip Primrose
580an	580-årene
Bòdhran	Bodhrán
Charles J. Pedersen	Charles J. Pedersen
590an	590-årene
Teth	Tet
600an	600-årene
Fine Gael	Fine Gael
Meade County, Kansas	Meade County (Kansas)
610 RC	610 f.Kr.
610an	610-årene
Sherman County, Kansas	Sherman County (Kansas)
Ball-coise Canaidianach	Canadisk fotball
620an	620-årene
Winnebago County, Iowa	Winnebago County (Iowa)
800an	800-årene
Stafa	Staffa
Aol	Kalk
630an	630-årene
Hawke's Bay Region	Hawke's Bay
640an	640-årene
Jefferson County, Oregon	Jefferson County (Oregon)
650an	650-årene
Perry County, Alabama	Perry County (Alabama)
660an	660-årene
Achadh an Iúir	Virginia (Irland)
670an	670-årene
Liberty County, Florida	Liberty County (Florida)
Hamilton County, Florida	Hamilton County (Florida)
Jefferson County, Kansas	Jefferson County (Kansas)
Kaitaia	Kaitaia
Caergybi	Holyhead
690an	690-årene
Bainsiò	Banjo
Ralls County, Missouri	Ralls County
Buidseachd	Trolldom
Grundy County, Illinois	Grundy County (Illinois)
700an	700-årene
Lauderdale County, Alabama	Lauderdale County (Alabama)
70an	70-årene
710an	710-årene
Manatee County, Florida	Manatee County
720an	720-årene
Washington County, Florida	Washington County (Florida)
Monroe County, Florida	Monroe County (Florida)
730an	730-årene
Diùcachd Anhalt-Köthen	Anhalt-Köthen
Hancock County, Illinois	Hancock County (Illinois)
740an	740-årene
750an	750-årene
Skattungbyn	Skattungbyn
760an	760-årene
Kingfisher County, Oklahoma	Kingfisher County
Bataraidh	Elektrisk batteri
770an	770-årene
Patrick Moore	Patrick Moore (amatørastronom)
Vichada (Roinn)	Vichada
780an	780-årene
Alastair MacIlleMhìcheil	Alistair Carmichael
Montgomery County, Kentucky	Montgomery County (Kentucky)
Seòras V	Georg V av Storbritannia
790an	790-årene
Iúr Cinn Trá	Newry
Spencer Compton, 1st Earl of Wilmington	Spencer Compton, 1. jarl av Wilmington
Oilthigh Obar Dheathain	University of Aberdeen
80an	80-årene
810an	810-årene
Glenn County, Calafòrnia	Glenn County
Colusa County, Calafòrnia	Colusa County
Calaveras County, Calafòrnia	Calaveras County
820an	820-årene
Fresno County, Calafòrnia	Fresno County
Eddie van Halen	Eddie Van Halen
830an	830-årene
Craobhlann	Arboret
840an	840-årene
Marcus Garvey	Marcus Garvey
Taibhse an Opra	Operafantomet
Harry Markowitz	Harry Markowitz
John Harsanyi	John Harsanyi
Kasabian	Kasabian
Sir Arthur Lewis	Arthur Lewis
Mu (tìr)	Mu (kontinent)
Fàsach Ghibson	Gibsonørkenen
850an	850-årene
La Guajira (Roinn)	La Guajira
Seumas II Alba	Jakob II av Skottland
Guaviare (Roinn)	Guaviare (departement)
Ceàrn dearg	Red-light district
