Աֆրիկա	Afrika
Հասիում	Hassium
Բան Կի Մուն	Ban Ki-moon
Քոֆի Անան	Kofi Annan
Լիգուրիա	Liguria
Բուտրոս Բուտրոս-Ղալի	Boutros Boutros-Ghali
Մայտներիում	Meitnerium
Կուրտ Վալդհայմ	Kurt Waldheim
Կոլորադո	Colorado
Կոլորադո (գետ)	Colorado (elv)
Դարմշտադիում	Darmstadtium
Դագ Համարշոլդ	Dag Hammarskjöld
Ֆրեդերիկ Շոպեն	Frédéric Chopin
Ռենտգենիում	Røntgenium
Գեդվին Ջեբ	Gladwyn Jebb
Լեոնարդ Քոհեն	Leonard Cohen
Կատեգորիա:Հիմնական	Kategori:Kategorier
Լացիո	Latium
Աբրուցցո	Abruzzo
Ալպեր	Alpene
Կարպատներ	Karpatene
Գրենոբլ	Grenoble
Բլեզ Պասկալ	Blaise Pascal
Դորտմունդ	Dortmund
Գենտ	Gent
Չիկագո	Chicago
The Beatles	The Beatles
Մաստրիխտ	Maastricht
Արնհեմ	Arnhem
Ձմեռ	Vinter
Գարուն	Vår
Ամառ	Sommer
Աշուն	Høst
Գիշերահավասար	Jevndøgn
Սադդամ Հուսեյն	Saddam Hussein
Ուսամա բեն Լադեն	Osama bin Laden
Իսպաներեն	Spansk
Ֆրիդրիխ ֆոն Հայեկ	Friedrich Hayek
Մոնտևիդեո	Montevideo
Յոհան Սեբաստիան Բախ	Johann Sebastian Bach
Անտոնիո Վիվալդի	Antonio Vivaldi
Օպերա	Opera
Ֆիլադելֆիա	Philadelphia
Կալկաթա	Kolkata
Չեննայ	Chennai
Դելի	Delhi
Դաքքա	Dhaka
Սարդեր	Edderkopper
Սարդակերպեր	Edderkoppdyr
Հոդվածոտանիներ	Leddyr
Իսլամաբադ	Islamabad
Պտուղ	Frukt
Կապիկներ	Apekatter
Փող	Penger
Վիրջինիա	Virginia
Արևմտյան Վիրջինիա	Vest-Virginia
Հուրոն լիճ	Huronsjøen
Նյու Յորք (նահանգ)	New York (delstat)
Ցերիում	Cerium
Պրազեդիում	Praseodym
Ռոդ Այլենդ	Rhode Island
Նեոդիմ	Neodym
Միջատներ	Insekter
Մերիլենդ	Maryland
Դելավեր	Delaware
Վլադիմիր Լենին	Vladimir Lenin
Եվրոպիում	Europium
Օհայո	Ohio
Վերգիլիոս	Vergil
Նիկոլո Մաքիավելի	Niccolò Machiavelli
Փենսիլվանիա	Pennsylvania
Ֆրանչեսկո Պետրարկա	Francesco Petrarca
Ջովաննի Բոկաչչո	Giovanni Boccaccio
Ուետերսեն	Uetersen
Օկտավիանոս Օգոստոս	Augustus
Մայքրոսոֆթ Վինդոուզ	Microsoft Windows
Տիբերիոս	Tiberius
Նյու Ջերսի	New Jersey
Կալիգուլա	Caligula
Ջիբրալթար	Gibraltar
Կլավդիոս	Claudius
Ֆիններեն	Finsk
Ներոն	Nero
Գալբա	Galba
Ինդիանա	Indiana
Օտոն	Otho
Վիտելլիոս	Vitellius
Վեսպասիանոս	Vespasian
Ավտոմեքենա	Bil
Տիտոս	Titus
Յուվենտուս	Juventus
Դոմիցիանոս	Domitian
Ներվա	Nerva
Տրայանոս	Trajan
Ռոջեր Ֆեդերեր	Roger Federer
Հադրիանոս	Hadrian
Ջորջիա	Georgia (USA)
Անտոնինոս Պիոս	Antoninus Pius
Մարկոս Ավրելիոս	Marcus Aurelius
Լուցիոս Վերոս	Lucius Verus
Կոմմոդոս	Commodus
Զագրեբ	Zagreb
Պերտինաքս	Pertinax
Տեխաս	Texas
Դիդիուս Հուլիանուս	Didius Julianus
Սեպտիմիոս Սևերոս	Septimius Severus
Մոլիզե	Molise
Թամիլ Նադու	Tamil Nadu
Կարակալլա	Caracalla
Ջենովա	Genova
Բրունո Մարս	Bruno Mars
Ալեքսանդրա Ստան	Alexandra Stan
Հյուսիսային Կարոլինա	Nord-Carolina
Մականախաղ	Landhockey
Հարավային Կարոլինա	Sør-Carolina
Սամպդորիա (Ֆուտբոլային ակումբ)	UC Sampdoria
Կալաբրիա	Calabria
Սիցիլիա (մարզ)	Sicilia
Մանիլա	Manila
Սարդինիա	Sardinia
Ֆերդինանդ Մարկոս	Ferdinand E. Marcos
Լուար (գետ)	Loire
Սեն (գետ)	Seine
Բորդո	Bordeaux
Կորասոն Ակինո	Corazón Aquino
Բուենոս Այրես	Buenos Aires
Մեխիկո	Mexico by
Տոկիո	Tokyo
Լա Պաս	La Paz
Բարսելոնա	Barcelona
Միսսիսիպի	Mississippi
Ֆերնան Մագելան	Ferdinand Magellan
Միսիսիպի գետ	Mississippi (elv)
Ավազան (ճարտարապետական)	Svømmebasseng
Թենեսի	Tennessee
Ռիխարդ Վագներ	Richard Wagner
Ռոբերտ Լուիս Սթիվենսոն	Robert Louis Stevenson
Ջենիս Ջոպլին	Janis Joplin
Աբիջան	Abidjan
Աբու Դաբի	Abu Dhabi (by)
Աստանա	Astana
Նյու Մեքսիկո	New Mexico
Ռամզես II	Ramses II
Աթենք	Athen
Մինեսոտա	Minnesota
Բաղդադ	Bagdad
Կարակաս	Caracas
Համաշխարհային կոորդինացված ժամանակ	UTC
Վիսկոնսին	Wisconsin
Կիկերոն	Marcus Tullius Cicero
Միլան (ֆուտբոլային ակումբ)	AC Milan
Այովա	Iowa
Նեբրասկա	Nebraska
Կանզաս	Kansas
Հավանա	Havanna
Հինդի	Hindi
Ինտերնետ Էքսպլորեր	Internet Explorer
Սիգար	Sigar
Ծխախոտ	Sigarett
Միսսուրի	Missouri
Գեորգ Օհմ	Georg Simon Ohm
Լուիզիանա	Louisiana
Կենտուկի	Kentucky
Արկանզաս (նահանգ)	Arkansas
Նիլ Արմստրոնգ	Neil Armstrong
Էդիթ Պիաֆ	Édith Piaf
Էլբա	Elben
Էմս	Ems (elv)
Օկլահոմա	Oklahoma
Դանուբ	Donau
Բանաստեղծություն	Vers
Սպլիտ (քաղաք)	Split
Ժակ Բրել	Jacques Brel
Մոզել (գետ)	Mosel
Մայն	Main
Աարե (գետ)	Aare
Ջեյսոն Ռիչարդսոն	Jason Richardson (basketballspiller)
Հյուսիսային ծով	Nordsjøen
Սկագերակ	Skagerrak
Մոսկվայի մարզ	Moskva oblast
Քիլ	Kiel
Շվերին	Schwerin
Պոտսդամ	Potsdam
Հաննովեր	Hannover
Դյուսելդորֆ	Düsseldorf
Մայնց	Mainz
Վիսբադեն	Wiesbaden
Սաարբրյուքեն	Saarbrücken
Մյունխեն	München
Սամարայի մարզ	Samara oblast
Էրֆուրտ	Erfurt
Դրեզդեն	Dresden
Մագդեբուրգ	Magdeburg
Վոլեյբոլ	Volleyball
Ինսբրուք	Innsbruck
Վիեննա	Wien
Մադոննա	Madonna (artist)
Կոպենհագեն	København
Կալինինգրադի մարզ	Kaliningrad oblast
Ստոկհոլմ	Stockholm
Հելսինկի	Helsingfors
Մուրմանսկի մարզ	Murmansk oblast
Դուբլին	Dublin
Մուրմանսկ	Murmansk
Ռեյկյավիկ	Reykjavík
Էլլա Ֆիցջերալդ	Ella Fitzgerald
Ալեքսանդր Սևերոս	Alexander Severus
Տալլին	Tallinn
Տապանագիր	Epitafium
Ռիգա	Riga
Մակսիմինոս Թրակիացի	Maximinus Thrax
Լուի Արմսթրոնգ	Louis Armstrong
Բրատիսլավա	Bratislava
Բուդապեշտ	Budapest
Հորդիանոս I (Աֆրիկացի)	Gordian I
Շառլ Ազնավուր	Charles Aznavour
Գդանսկ	Gdańsk
Մայնի Ֆրանկֆուրտ	Frankfurt am Main
Վրոցլավ	Wrocław
Լանթան	Lantan
Պրոմեթիում	Promethium
Աստղագիտական միավոր	Astronomisk enhet
Սամարիում	Samarium
Կալինինգրադ	Kaliningrad
Գադոլինիում	Gadolinium
Մահվան տետրը	Death Note
Զինեդին Զիդան	Zinedine Zidane
Տերբիում	Terbium
Կաթոլիկություն	Katolisisme
Լյուքսեմբուրգ (քաղաք)	Luxembourg (by)
Դիսպրոզիում	Dysprosium
Վադուց	Vaduz
Աստվածաշունչ	Bibelen
Հոլմիում	Holmium
Սան Մարինո (քաղաք)	San Marino by
Էրբիում	Erbium
Պնոմպեն	Phnom Penh
Արխանգելսկ	Arkhangelsk
Թուլիում	Thulium
Հոշիմին	Ho Chi Minh-byen
Իտերբիում	Ytterbium
Լուտեցիում	Lutetium
Հանոյ	Hanoi
Անգլերեն	Engelsk
Բանգկոկ	Bangkok
Անդորրա լա Վելյա	Andorra la Vella
Կուալա Լումպուր	Kuala Lumpur
Թայբեյ	Taipei
Ամերիցիում	Americium
Օդեսա	Odessa
Արխանգելսկի մարզ	Arkhangelsk oblast
Կյուրիում	Curium
Դոնգհոյ	Dong Hoi
Կոնսեպսիոն (քաղաք Չիլիում)	Concepción
Բերկլիում	Berkelium
Ատալանտա (ֆուտբոլային ակումբ)	Atalanta BC
Կալիֆոռնիում	Californium
Դիվանագիտություն	Diplomati
Բոլոնիա	Bologna
Էյնշտեյնիում	Einsteinium
Բոլոնիա (ֆուտբոլային ակումբ)	Bologna FC 1909
Ֆերմիում	Fermium
Կալյարի	Cagliari
Մենդելեևիում	Mendelevium
Կիև	Kiev
Կալյարի ՖԱ	Cagliari Calcio
Նոբելիում	Nobelium
Կատանիա	Catania
Օնտարիո (նահանգ)	Ontario
Լոուրենսիում	Lawrencium
Հուգո Լյորիս	Hugo Lloris
Մաթյո Դեբյուշի	Mathieu Debuchy
Ադիլ Ռամի	Adil Rami
Օլիվիե Ժիրու	Olivier Giroud
Կարիմ Բենզեմա	Karim Benzema
Ֆլորան Մալուդա	Florent Malouda
Կարելիայի Հանրապետություն	Karelia
Պատրիս Էվրա	Patrice Evra
Ֆիլիպ Մեքսես	Philippe Mexès
Ֆրանկ Ռիբերի	Franck Ribéry
Մաթյո Վալբուենա	Mathieu Valbuena
Սամիր Նասրի	Samir Nasri
Բլեյզ Մատուիդի	Blaise Matuidi
Ժերեմի Մենեզ	Jérémy Ménez
Օտտավա	Ottawa
Աբու Դիաբի	Abou Diaby
Յուպիտերի արբանյակներ	Jupiters måner
Մանիտոբա (նահանգ)	Manitoba
Ալբերտա	Alberta
Նոր Շոտլանդիա	Nova Scotia
Երևան	Jerevan
Վոլոգդա	Vologda
Քոնսքօուօլա	Końskowola
Խարթում	Khartoum
Նյու Բրանսուիկ	New Brunswick
Ֆորմուլա 1	Formel 1
Սատուրնի արբանյակներ	Saturns måner
Բրիտանական Կոլումբիա	Britisk Columbia
Էդուարդ արքայազնի կղզի	Prince Edward Island
Ստադ դե Ժերլան	Stade de Gerland
2000	2000
2003	2003
2002	2002
2001	2001
Սասկաչևան (նահանգ)	Saskatchewan
2012	2012
Մասաշի Քիշիմոտո	Masashi Kishimoto
2011	2011
2010	2010
2009	2009
Ածխաթթու գազ	Karbondioksid
2013	2013
2014	2014
2015	2015
Նյուֆաունդլենդ և Լաբրադոր	Newfoundland og Labrador
2008	2008
ՋավաՍկրիպտ	JavaScript
Հյուսիսարևմտյան տարածքներ	Nordvestterritoriene
Յուկոն (Կանադայի տարածք)	Yukon
2004	2004
Վոլոգդայի մարզ	Vologda oblast
Վիքիճամփորդություն	Wikitravel
Կատանիա ՖԱ	Calcio Catania
2005	2005
2006	2006
Նունավուտ	Nunavut
2007	2007
Ածխածնի մոնօքսիդ	Karbonmonoksid
Վերոնա	Verona
1900	1900
1901	1901
Կիևո ՖԱ	AC ChievoVerona
Տիտոս Լիվիոս	Titus Livius
Շառլ դը Գոլ	Charles de Gaulle
1902	1902
Ֆլորենցիա	Firenze
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
Ֆիորենտինա	ACF Fiorentina
Լուցիուս Աննեուս Սենեկա	Seneca den yngre
1908	1908
1909	1909
1992	1992
1991	1991
JSON	JSON
1990	1990
1993	1993
Էսսեն	Essen
1994	1994
1995	1995
1996	1996
Դեյվիդ Լինչ	David Lynch
Կոմի Հանրապետություն	Komi
Ջենոա	Genoa CFC
1910	1910
1911	1911
1912	1912
Scalable Vector Graphics	Scalable Vector Graphics
Լայպցիգ (քաղաք)	Leipzig
1913	1913
1914	1914
1915	1915
1916	1916
1997	1997
1998	1998
Նյուրնբերգ	Nürnberg
1999	1999
1917	1917
1918	1918
Սննդամթերք	Mat
Էդմոնտոն	Edmonton
Վալերիուս Մարցիալիս	Marcus Valerius Martialis
Դույսբուրգ	Duisburg
Տարրական էլեկտրական լիցք	Elementærladning
Օձեր	Slanger
Բոխում	Bochum
Ժակ Շիրակ	Jacques Chirac
Վուպերտալ	Wuppertal
Արիկա և Պարինակոտա	Arica y Parinacota
Լույսի արագություն	Lysets hastighet
Բիլեֆելդ	Bielefeld
Տարապակա (տարածաշրջան)	Tarapacá
XML	XML
Անտոֆագաստա (տարածաշրջան)	Antofagasta (region)
Մանհայմ	Mannheim
Ատակամա (տարածաշրջան)	Atacama (region)
Կոկիմբո (տարածաշրջան)	Coquimbo
Նեյտրինո	Nøytrino
Սանտյագոյի մայրաքաղաքային տարածաշրջան	Región Metropolitana de Santiago
Վիկտորիա (քաղաք, Կանադա)	Victoria (Britisk Columbia)
Օ'Հիգինս (տարածաշրջան)	O'Higgins
Վիննիպեգ (քաղաք)	Winnipeg
Նեպտունի արբանյակներ	Neptuns måner
UTC-12	UTC-12.00
Հունվարի 1	1. januar
Հունվարի 2	2. januar
Ուրանի արբանյակներ	Uranus' måner
UTC-11	UTC-11.00
1920	1920
Հունվարի 3	3. januar
1919	1919
Կոռնելիոս Տակիտոս	Tacitus
1921	1921
UTC-10	UTC-10.00
Նենեցյան ինքնավար օկրուգ	Nenetsk
1922	1922
Մաուլե (տարածաշրջան)	Maule
Հունվարի 4	4. januar
1923	1923
Բիոբիո (տարածաշրջան)	Biobío
UTC-9:30	UTC-09.30
Լենս Արմսթրոնգ	Lance Armstrong
1924	1924
Նարյան Մար	Narjan-Mar
Արուկանիա (տարածաշրջան)	Araucanía
Լոս Ռիոս (տարածաշրջան)	Los Ríos (region)
Լոս Լագոս (տարածաշրջան)	Los Lagos
Այսեն (տարածաշրջան)	Aisén
Քյուերպեդիա	QRpedia
UTC-9	UTC-09.00
Ռուսաստանի Խորհրդային Ֆեդերատիվ Սոցիալիստական Հանրապետություն	Den russiske sovjetiske føderative sosialistrepublikk
Ժորժ Պոմպիդու	Georges Pompidou
Մագալանես և Չիլիական Անտարկտիկա	Magallanes y de la Antártica Chilena
Լենինգրադի մարզ	Leningrad oblast
Windows Media Audio	Windows Media Audio
Հռոմուլոս և Հռեմոս	Romulus og Remus
Գաճաճ մոլորակ	Dvergplanet
Հունվարի 5	5. januar
Արիկա	Arica
UTC-8	UTC-08.00
Մալմյո	Malmö
UTC-7	UTC-07.00
Պսկով	Pskov
Աթաբասկա (գետ)	Athabasca (elv)
Պսկովի մարզ	Pskov oblast
Հունվարի 6	6. januar
Էլեկտրոն	Elektron
Հունվարի 7	7. januar
Հունվարի 8	8. januar
Մեծ Նովգորոդ	Novgorod
Հունվարի 9	9. januar
Նովգորոդի մարզ	Novgorod oblast
Հունվարի 10	10. januar
Նիժնի Նովգորոդի մարզ	Nizjnij Novgorod oblast
Հունվարի 11	11. januar
Հունվարի 12	12. januar
Լիարդ	Liard (elv)
Կոլումբիա (գետ)	Columbia (elv)
Հունվարի 13	13. januar
Բիրմինգհեմ	Birmingham
Հունվարի 14	14. januar
Հունվարի 15	15. januar
Հունվարի 16	16. januar
Թոմ Հենքս	Tom Hanks
Հունվարի 17	17. januar
Հունվարի 18	18. januar
Հունվարի 19	19. januar
Հունվարի 20	20. januar
Արդյունաբերական հեղափոխություն	Den industrielle revolusjon
Բենզոլ	Benzen
Հունվարի 21	21. januar
Հունվարի 22	22. januar
Հունվարի 23	23. januar
Հռոմեական կայսրություն	Det romerske keiserriket
Հունվարի 24	24. januar
Հունվարի 25	25. januar
Մինսկ	Minsk
Հունվարի 26	26. januar
Մայքրոսոֆթ	Microsoft
Հունվարի 27	27. januar
Հունվարի 28	28. januar
Հունվարի 29	29. januar
Հունվարի 30	30. januar
Տվեր	Tver
Հունվարի 31	31. januar
Տվերի մարզ	Tver oblast
Պրոտոն	Proton
Դեկտեմբերի 2	2. desember
Դեկտեմբերի 1	1. desember
Դեկտեմբերի 3	3. desember
Դեկտեմբերի 7	7. desember
Դեկտեմբերի 5	5. desember
Դեկտեմբերի 8	8. desember
Դեկտեմբերի 10	10. desember
Դեկտեմբերի 6	6. desember
Դեկտեմբերի 9	9. desember
Փինք Ֆլոյդ	Pink Floyd
Կոռնելիոս Սկիպիոն Էմիլիանոս Աֆրիկացի կրտսեր	Scipio den yngre
Դեկտեմբերի 4	4. desember
Փետրվարի 1	1. februar
Փետրվարի 2	2. februar
Նատրիումի քլորիդ	Koksalt
Փետրվարի 3	3. februar
Կուրուվ	Kurów
Փետրվարի 4	4. februar
Փետրվարի 5	5. februar
Փետրվարի 6	6. februar
Փետրվարի 7	7. februar
Փետրվարի 8	8. februar
Փետրվարի 9	9. februar
Փետրվարի 10	10. februar
Քիմիա	Kjemi
Լեդ Զեփելին	Led Zeppelin
Փետրվարի 14	14. februar
Փետրվարի 13	13. februar
Փետրվարի 15	15. februar
Փետրվարի 11	11. februar
Փետրվարի 12	12. februar
Սմոլենսկ	Smolensk
Ռոբին վան Պերսի	Robin van Persie
Փետրվարի 19	19. februar
Փետրվարի 17	17. februar
Փետրվարի 16	16. februar
Փետրվարի 18	18. februar
Փետրվարի 20	20. februar
12 զայրացած տղամարդ (ֆիլմ, 1957)	12 edsvorne menn
Վերլուծական քիմիա	Analytisk kjemi
Սմոլենսկի մարզ	Smolensk oblast
Նեյտրոն	Nøytron
Փետրվարի 21	21. februar
Փետրվարի 22	22. februar
Փետրվարի 23	23. februar
Փետրվարի 24	24. februar
Փետրվարի 25	25. februar
Փետրվարի 26	26. februar
27	27
Փետրվարի 27	27. februar
Փետրվարի 28	28. februar
Դեկտեմբերի 11	11. desember
Փետրվարի 29	29. februar
Դեկտեմբերի 12	12. desember
Visual Basic	Visual Basic
Դեկտեմբերի 13	13. desember
Դեկտեմբերի 14	14. desember
Դեկտեմբերի 15	15. desember
Մարտի 2	2. mars
Մարտի 3	3. mars
Մարտի 5	5. mars
Մարտի 1	1. mars
Մարտի 7	7. mars
Մարտի 8	8. mars
Մարտի 4	4. mars
Մարտի 10	10. mars
Մարտի 11	11. mars
Մարտի 6	6. mars
Մարտի 13	13. mars
Մարտի 9	9. mars
Մարտի 12	12. mars
Մարտի 15	15. mars
Մարտի 14	14. mars
C++	C++
Աղաթթու	Saltsyre
Դեկտեմբերի 16	16. desember
Դեկտեմբերի 17	17. desember
Մարտի 16	16. mars
Մարտի 17	17. mars
Մարտի 18	18. mars
Յարոսլավլ	Jaroslavl
Մարտի 19	19. mars
1989	1989
1988	1988
Մարտի 20	20. mars
1987	1987
1986	1986
1985	1985
1984	1984
Մարտի 21	21. mars
1983	1983
Մարտի 22	22. mars
1982	1982
1981	1981
Դեկտեմբերի 18	18. desember
1980	1980
Մարտի 23	23. mars
Բրոմաջրածին	Hydrogenbromid
Յարոսլավլի մարզ	Jaroslavl oblast
Մոգադիշո	Mogadishu
Դեկտեմբերի 19	19. desember
Մարտի 24	24. mars
Մարտի 25	25. mars
Դեկտեմբերի 20	20. desember
Մարտի 26	26. mars
Մարտի 27	27. mars
Մարտի 28	28. mars
Մարտի 29	29. mars
Մարտի 30	30. mars
Մարտի 31	31. mars
Նասաու	Nassau (Bahamas)
Ֆտորաջրածին	Hydrogenfluorid
Անդրոմեդայի միգամածություն	Andromedagalaksen
Սանաա	Sanaá
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
Երեսնամյա պատերազմ	Tredveårskrigen
Բենեդիկտոս XVI	Benedikt XVI
Ապրիլի 15	15. april
Ապրիլի 13	13. april
Ապրիլի 12	12. april
Ապրիլի 14	14. april
Ապրիլի 11	11. april
Ապրիլի 10	10. april
Ապրիլի 8	8. april
Ապրիլի 9	9. april
Ապրիլի 7	7. april
Ապրիլի 6	6. april
Ապրիլի 5	5. april
Ապրիլի 4	4. april
Ապրիլի 3	3. april
Ապրիլի 1	1. april
Ապրիլի 2	2. april
Հաբլ (աստղադիտակ)	Hubble-teleskopet
Հելմուտ Շմիդտ	Helmut Schmidt
Ապրիլի 16	16. april
Ապրիլի 17	17. april
